119.01162,7.529148,q
115.696945,7.017085,q
113.66589,7.5781035,q
103.65338,6.6477203,q
99.67941,6.25413,q
94.47298,6.4551377,q
/
119.403305,7.421683,q
115.12655,6.9826303,q
114.30769,7.494217,q
99.0419,6.2939653,q
94.30513,6.5302567,q
/
130.11697,7.767482,q
115.0541,6.9578943,q
115.0541,6.957895,q
99.035706,6.293701,q
94.25785,6.529994,q
/
122.18343,6.9299927,q
116.119675,6.7898026,q
114.927246,7.00978,q
146.37975,7.6304994,q
115.10559,6.21808,q
73.86513,5.250701,q
37.783836,2.2131262,q
39.911537,2.0173228,q
69.70554,3.9219608,q
74.551254,3.5534701,q
/
122.1874,6.9305544,q
116.12471,6.7899504,q
114.92671,7.010328,q
146.31543,7.6609025,q
115.225204,6.490037,q
76.35997,4.5809445,q
69.02502,4.040372,q
39.988995,2.0158365,q
69.02502,4.0403714,q
/
122.18343,6.9299927,q
116.119675,6.7898026,q
114.927246,7.00978,q
146.37975,7.6304994,q
115.10559,6.21808,q
73.86513,5.250701,q
37.783836,2.2131262,q
39.911537,2.0173228,q
69.70554,3.9219608,q
74.551254,3.5534701,q
/
122.2038,6.9297843,q
116.12559,6.7897468,q
114.940414,7.00958,q
146.61595,7.621251,q
114.763756,6.1960435,q
72.69246,5.412563,q
37.873165,2.2368972,q
39.07151,2.0544782,q
68.8524,4.042718,q
74.11246,4.892923,q
114.81523,6.459491,q
146.5428,7.656315,q
122.206955,6.9303045,q
116.13074,6.78994,q
114.93923,7.010086,q
/
122.2038,6.9297843,q
116.12559,6.7897468,q
114.940414,7.00958,q
146.61595,7.621251,q
114.763756,6.1960435,q
72.69246,5.412563,q
37.873165,2.2368972,q
39.07151,2.0544782,q
68.8524,4.042718,q
74.11246,4.892923,q
114.81523,6.459491,q
146.5428,7.656315,q
122.206955,6.9303045,q
116.13074,6.78994,q
114.93923,7.010086,q
/
122.18789,6.9300013,q
116.120804,6.7898,q
114.93025,7.0097885,q
146.44344,7.631748,q
115.02053,6.2158594,q
73.70339,5.3275313,q
37.48133,2.2303228,q
70.907074,3.707048,q
146.44344,7.6317472,q
114.93025,7.0097876,q
/
56.15516,3.8944473,q
111.685524,7.2258506,q
123.97943,7.114129,q
116.00106,6.8903413,q
147.03818,7.717312,q
115.16013,6.2454443,q
73.87132,5.250436,q
37.783348,2.213143,q
39.911507,2.0173228,q
69.70553,3.921962,q
74.55238,3.5535092,q
/
56.15516,3.8944473,q
111.685524,7.2258506,q
123.97943,7.114129,q
116.00106,6.8903413,q
147.03818,7.717312,q
115.16013,6.2454443,q
73.87132,5.250436,q
37.783348,2.213143,q
39.911507,2.0173228,q
69.70553,3.921962,q
74.55238,3.5535092,q
/
55.40432,3.7756686,q
114.19466,7.043596,q
130.05421,7.8871717,q
130.05423,7.8871717,q
95.938126,6.7959127,q
/
121.89024,6.9413743,q
115.96798,6.7945595,q
114.864296,7.0197954,q
142.68768,7.590907,q
116.44432,6.6581535,q
/
56.151978,3.894675,q
111.6792,7.239621,q
123.62001,7.129972,q
115.827415,6.893676,q
143.12125,7.6896353,q
116.33278,6.687041,q
/
56.44347,3.9139714,q
106.22874,6.979562,q
144.5586,7.4800415,q
116.8975,6.615748,q
106.22874,6.979561,q
/
56.46042,3.9506557,q
106.77867,7.2733574,q
106.77866,7.2733574,q
56.460426,3.9506557,q
/
131.17216,7.504627,q
116.05979,6.827317,q
139.1879,7.712364,q
116.75293,6.6953583,q
/
119.32164,6.8395796,q
135.97188,7.4637055,q
117.71731,6.950185,q
130.58728,7.9085608,q
/
121.41653,7.080466,q
116.73488,6.8561583,q
116.585495,7.325385,q
/
56.1357,3.9410126,q
113.48198,7.5104303,q
123.45946,7.581628,q
114.104416,6.9094496,q
/
18.410007,1.195423,q
70.02601,3.2923641,q
73.644516,3.5117652,q
72.34744,3.7819793,q
72.37919,3.8966687,q
102.47319,4.906362,q
68.66403,4.2769275,q
77.15189,3.6166298,q
70.88238,3.3865695,q
77.48237,3.4089959,q
75.037155,3.5932422,q
103.2332,5.090679,q
99.18523,6.273942,q
94.47029,6.47044,q
122.03408,7.3892875,q
115.42714,6.983432,q
115.79927,7.4574866,q
/
122.03346,7.3892784,q
115.427,6.983432,q
115.79899,7.457479,q
99.18527,6.273931,q
94.470375,6.4703918,q
103.25653,5.135199,q
75.15538,3.5657134,q
77.47398,3.3740907,q
70.793175,3.3644035,q
78.3017,3.3362536,q
62.024975,3.746481,q
/
18.41001,1.195423,q
70.02601,3.2923641,q
73.644516,3.5117652,q
72.34745,3.7819793,q
72.37919,3.8966687,q
102.47322,4.906362,q
68.66442,4.2769294,q
77.152435,3.6166282,q
70.88294,3.3865714,q
77.4829,3.408992,q
75.04045,3.5928078,q
103.240555,5.08877,q
99.179306,6.2738543,q
94.44917,6.471082,q
131.4769,7.742044,q
115.69047,6.954774,q
/
131.47694,7.7420335,q
115.690285,6.9547744,q
115.690285,6.9547753,q
99.17932,6.273842,q
94.44919,6.471032,q
103.26388,5.1331887,q
75.15857,3.5653114,q
77.474434,3.374085,q
70.79366,3.36441,q
78.30198,3.3362575,q
62.02535,3.7464802,q
/
128.96011,7.873942,q
115.838196,7.0175524,q
103.607315,6.615907,q
100.68884,6.4431114,q
95.291855,6.6063766,q
100.610275,5.1067934,q
73.66704,3.3786094,q
77.319244,3.353531,q
70.728226,3.3819218,q
77.778564,3.3307915,q
61.962257,3.7396522,q
/
122.03346,7.3892784,q
115.427,6.983432,q
115.79899,7.457479,q
99.18527,6.273931,q
94.470375,6.4703918,q
103.25653,5.135199,q
75.15538,3.5657134,q
77.47398,3.3740907,q
70.793175,3.3644035,q
78.3017,3.3362536,q
62.024975,3.746481,q
/
119.0541,7.529376,q
115.72467,7.0179152,q
113.68742,7.578921,q
103.67771,6.6279535,q
100.69461,6.442893,q
95.31773,6.6061645,q
100.610245,5.1068797,q
73.66703,3.37861,q
77.319244,3.3535314,q
70.72822,3.3819222,q
77.77858,3.3307908,q
61.96226,3.7396526,q
/
18.41001,1.195423,q
70.02601,3.2923641,q
73.644516,3.5117652,q
72.34745,3.7819793,q
72.37919,3.8966687,q
102.47322,4.906362,q
68.66442,4.2769294,q
77.152435,3.6166282,q
70.88294,3.3865714,q
77.4829,3.408992,q
75.04045,3.5928078,q
103.240555,5.08877,q
99.179306,6.2738543,q
94.44917,6.471082,q
131.4769,7.742044,q
115.69047,6.954774,q
/
18.59851,1.0345111,q
69.27635,3.210183,q
73.36201,3.433721,q
71.84993,3.6760788,q
71.679,3.934967,q
101.79735,5.1030474,q
78.59869,3.6533096,q
77.00913,3.6233585,q
70.67385,3.4185448,q
77.623665,3.4626164,q
61.839012,3.7536016,q
99.204796,4.964761,q
96.835976,6.1038795,q
43.31269,2.920289,q
79.6889,5.449206,q
128.66946,7.272185,q
115.92444,6.793934,q
95.82823,6.173916,q
/
108.79761,7.091964,q
/
122.04132,7.4706154,q
114.55349,6.9213395,q
116.340195,7.414341,q
/
122.22024,6.9311914,q
116.13274,6.7894197,q
114.95449,7.0111146,q
147.23215,7.64991,q
114.55214,6.3448787,q
73.93962,5.3490644,q
37.66736,3.0268505,q
121.5933,6.646253,q
116.67354,6.690779,q
117.40416,6.79738,q
/
